Record,Action,Time,Policy,Enforcement,User,Log Level,From resource name,To resource name,Host,Application,Attributes,,,,,,,,,,,,,,,,,,,
114,Attach to Item,8/17/2005,/CE/Department Policy1,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,X,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/cnqa/reporter/reporterprd.pdf,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,Created by:pf-https2\Administrator,Modified by:qapf\john.tyler,Date Created:11-05-2007,Date Modified:08-17-2008,Format:doc,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
115,Create/Edit,2/14/2006,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
116,Rename,2/14/2007,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
117,Open,12/14/2007,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
118,Print,11/14/2007,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
119,Export,2/14/2008,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
120,Copy,8/14/2008,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
121,Move,9/14/2008,/CE/Department Policy2,Allow/Monitor,john.adams@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
122,Delete,9/18/2008,/CE/Department Policy2,Deny,john.adams@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development

Department:Engineering; Business Process:Product Development; user4: chester.arthur@qapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Attach to Item,8/17/2005,/CE/Department Policy1,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,X,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/cnqa/reporter/reporterprd.pdf,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,Created by:pf-https2\Administrator,Modified by:qapf\john.tyler,Date Created:11-05-2007,Date Modified:08-17-2008,Format:doc,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
124,Create/Edit,2/14/2006,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
125,Rename,2/14/2007,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
126,Open,12/14/2007,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
127,Print,11/14/2007,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
128,Export,2/14/2008,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
129,Copy,8/14/2008,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
130,Move,9/14/2008,/CE/Department Policy2,Allow/Monitor,chester.arthur@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
131,Delete,9/18/2008,/CE/Department Policy2,Deny,chester.arthur@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development

Department:Engineering; Business Process:Product Development; user5: gerald.ford@qapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Attach to Item,8/17/2005,/CE/Department Policy1,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,X,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/cnqa/reporter/reporterprd.pdf,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,Created by:pf-https2\Administrator,Modified by:qapf\john.tyler,Date Created:11-05-2007,Date Modified:08-17-2008,Format:doc,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
133,Create/Edit,2/14/2006,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
134,Rename,2/14/2007,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
135,Open,12/14/2007,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
136,Print,11/14/2007,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
136,Export,2/14/2008,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
137,Copy,8/14/2008,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
138,Move,9/14/2008,/CE/Department Policy2,Allow/Monitor,gerlad.ford@qapf.qalab01.nextlabs.com,1,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
139,Delete,9/18/2008,/CE/Department Policy2,Deny,gerlad.ford@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development


Department:Engineering; Business Process:Product Development; user6: andrew.jackson@qapf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Attach to Item,8/17/2005,/CE/Department Policy1,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,3,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,X,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/cnqa/reporter/reporterprd.pdf,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/a.doc,Created by:pf-https2\Administrator,Modified by:qapf\john.tyler,Date Created:11-05-2007,Date Modified:08-17-2008,Format:doc,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
141,Create/Edit,2/14/2006,/CE/Department Policy2,Allow/Monitor,andrew.jackson@qapf.qalab01.nextlabs.com,2,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/c.xls,pf-cc2.qapf.qalab01.nextlabs.com                            10.23.57.201                            ,c:\program files\microsoft office\office11\excel.exe,Name:SharePoint://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Title:Requirements document,Resource Signature:http://pf-https2.qapf.qalab01.nextlabs.com/sites/qa/test1/b.xls,Created by:pf-https2\Administrator,Modified by:qapf\jimmy.carter,Date Created:11-05-2007,Date Modified:04-09-2008,Format:xls,Keywords:REQ,Publisher: jimmy carter,Revision:R5,Source:sourcedoc1,Status:Scheuled,Subject:Platform requirements,Version:1.1A,Custom:~,Obligation: Log SharePoint Control,Department:Engineering,Obligation:Log SharePoint Control,Business Process: Product Development
